,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
557,3.0,35865.0,37616.0,Protein involved in control of cell wall structure and stress response; inhibits Cbk1p protein kinase activity; overproduction confers resistance to cell-wall degrading enzymes,981.0,2.0,LRE1,149.0,-1.5873143310481366
558,3.0,35393.0,34143.0,"Essential component of glycosylphosphatidylinositol-mannosyltransferase I, required for the autocatalytic post-translational processing of the protease B precursor Prb1p, localizes to ER in lumenal orientation; homolog of mammalian PIG-X",738.0,2.0,PBN1,149.0,-1.48740248939173
559,3.0,31449.0,33974.0,"AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants",792.0,1.0,SPB1,700.0,-0.9734774322970194
560,3.0,27929.0,28936.0,"Transcription factor required for gene regulation in response to pheromones; also required during meiosis; exists in two forms, a slower-migrating form more abundant during vegetative growth and a faster-migrating form induced by pheromone",728.0,1.0,KAR4,521.0,-0.7689623004418822
561,3.0,27359.0,26925.0,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; null mutant displays decreased thermotolerance,731.0,1.0,YCL056C,521.0,-0.2222366746261874
562,3.0,24768.0,26906.0,"Zinc metalloendopeptidase, found in the cytoplasm and intermembrane space of mitochondria; with Cym1p, involved in degradation of mitochondrial proteins and of presequence peptides cleaved from imported proteins",711.0,1.0,PRD1,407.0,-0.4282992062514408
563,3.0,23981.0,23523.0,Protein involved in regulation of the mating pathway; binds with Matalpha2p to promoters of haploid-specific genes; required for survival upon exposure to K1 killer toxin; involved in ion homeostasis,700.0,2.0,FYV5,,
564,3.0,23379.0,22429.0,Essential nucleolar protein required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit,725.0,2.0,KRR1,158.0,-2.555894036783866
565,3.0,22106.0,18816.0,"S-phase checkpoint protein required for DNA replication; interacts with and stabilizes Pol2p at stalled replication forks during stress, where it forms a pausing complex with Tof1p and is phosphorylated by Mec1p; protects uncapped telomeres",757.0,2.0,MRC1,151.0,-1.330511924127184
566,3.0,17290.0,18561.0,Phosphoprotein involved in vacuole inheritance; degraded in late M phase of the cell cycle; acts as a vacuole-specific receptor for myosin Myo2p,740.0,2.0,VAC17,351.0,-0.4657662834103471
567,3.0,16880.0,15798.0,"Catabolic L-serine (L-threonine) deaminase, catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine",710.0,1.0,CHA1,351.0,-0.2371538536859256
568,3.0,13751.0,14119.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps HMLALPHA1",,,YCL065W,,
569,3.0,13282.0,13809.0,"Silenced copy of ALPHA1 at HML, encoding a transcriptional coactivator involved in the regulation of mating-type alpha-specific gene expression",700.0,2.0,HMLALPHA1,,
570,3.0,13018.0,12386.0,Silenced copy of ALPHA2 at HML; homeobox-domain protein that associates with Mcm1p in haploid cells to repress a-specific gene expression and interacts with a1p in diploid cells to repress haploid-specific gene expression,700.0,2.0,HMLALPHA2,,
571,3.0,12285.0,11503.0,Putative protein of unknown function,,,YCL068C,,
572,3.0,9706.0,11082.0,Permease of basic amino acids in the vacuolar membrane,700.0,1.0,VBA3,,
573,,,,[],,,[],,
574,3.0,2824.0,3750.0,Pseudogene: encodes fragment of Ty Pol protein,700.0,6.0,YCL074W,,
575,3.0,2126.0,2566.0,Pseudogene: encodes fragment of Ty Pol protein,700.0,6.0,YCL075W,,
576,3.0,1392.0,2135.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YCL076W,,
577,3.0,115685.0,115999.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YCR001W is not an essential gene",,,YCR001W,,
578,3.0,118348.0,117380.0,"Component of the septin ring of the mother-bud neck that is required for cytokinesis; septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane, and they comprise the 10nm filaments seen with EM",750.0,2.0,CDC10,195.0,-1.822242761696888
579,3.0,118620.0,119171.0,Mitochondrial ribosomal protein of the large subunit,722.0,2.0,MRPL32,195.0,-2.340838850440649
580,3.0,120318.0,119575.0,"Protein of unknown function, has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",833.0,2.0,YCP4,376.0,0.1464964431872113
581,3.0,122328.0,120946.0,"Citrate synthase, catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate, peroxisomal isozyme involved in glyoxylate cycle; expression is controlled by Rtg1p and Rtg2p transcription factors",1200.0,1.0,CIT2,700.0,1.0487041379075936
582,3.0,123003.0,122530.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YCR006C,,
583,3.0,126730.0,126011.0,"Putative integral membrane protein, member of DUP240 gene family; YCR007C is not an essential gene",985.0,1.0,YCR007C,641.0,
584,3.0,128470.0,130281.0,Ser/Thr protein kinase involved in salt tolerance; funtions in regulation of Trk1p-Trk2p potassium transporter; partially redundant with Hal5p; has similarity to Npr1p,1158.0,1.0,SAT4,641.0,-0.7118817247394622
585,3.0,131542.0,130745.0,"Amphiphysin-like lipid raft protein; interacts with Rvs167p and regulates polarization of the actin cytoskeleton, endocytosis, cell polarity, cell fusion and viability following starvation or osmotic stress",764.0,1.0,RVS161,496.0,-1.6850583036632028
586,3.0,133124.0,132273.0,Acetate transporter required for normal sporulation; phosphorylated in mitochondria,700.0,1.0,ADY2,431.0,
587,3.0,136873.0,133724.0,Putative ATP-dependent permease of the ABC transporter family of proteins,829.0,1.0,ADP1,700.0,1.7499889814719245
588,3.0,137746.0,138996.0,"3-phosphoglycerate kinase, catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and gluconeogenesis",755.0,1.0,PGK1,700.0,0.9015663872347206
589,3.0,139049.0,138402.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; transcription of both YCR013C and the overlapping essential gene PGK1 is reduced in a gcr1 null mutant",,,YCR013C,,
590,3.0,140933.0,139185.0,"DNA polymerase IV, undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta",863.0,2.0,POL4,40.0,-0.3932992452321668
591,3.0,142170.0,141217.0,Putative protein of unknown function; YCR015C is not an essential gene,727.0,1.0,YCR015C,700.0,-0.4075942527438139
592,3.0,143634.0,144506.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis,,,YCR016W,700.0,
593,3.0,147634.0,144773.0,Putative sensor/transporter protein involved in cell wall biogenesis; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion,729.0,1.0,CWH43,700.0,-0.6675992694818547
594,3.0,148903.0,148238.0,Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation,700.0,1.0,SRD1,,
595,3.0,152837.0,153928.0,Protein necessary for structural stability of L-A double-stranded RNA-containing particles,986.0,1.0,MAK32,700.0,-0.0266620551735865
596,3.0,154659.0,154012.0,"Protein of unknown function, has weak similarity to proteins involved in thiamin metabolism; expression is induced in the absence of thiamin",700.0,2.0,PET18,5.0,
597,3.0,157107.0,156109.0,"Hydrophobic plasma membrane localized, stress-responsive protein that negatively regulates the H(+)-ATPase Pma1p; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase",1200.0,1.0,HSP30,700.0,0.3245815484904195
598,3.0,157765.0,157421.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YCR022C is not an essential gene",,,YCR022C,268.0,
599,3.0,160373.0,158538.0,Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene,781.0,2.0,YCR023C,152.0,-1.7360856368320352
600,3.0,162222.0,160744.0,Mitochondrial asparaginyl-tRNA synthetase,1200.0,2.0,SLM5,168.0,-0.7352315733870265
601,3.0,163856.0,163446.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YCR025C is not an essential gene",,,YCR025C,700.0,
602,3.0,166339.0,164111.0,Nucleotide pyrophosphatase/phosphodiesterase family member; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation,774.0,1.0,NPP1,324.0,-0.2172798342926585
603,3.0,167999.0,167370.0,Putative Rheb-related GTPase involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins,875.0,1.0,RHB1,700.0,-1.2857882630004545
604,3.0,172424.0,170886.0,Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph,818.0,2.0,FEN2,216.0,-1.1510307116102547
605,3.0,176438.0,173826.0,Protein of unknown function that is involved in endocytic site formation; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization,1061.0,1.0,SYP1,700.0,-0.6525314229386661
606,3.0,178220.0,177500.0,"Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; nearly identical to Rps14Bp and similar to E. coli S11 and rat S14 ribosomal proteins",730.0,1.0,RPS14A,700.0,-0.8290799156454414
607,3.0,179520.0,186023.0,"PProtein homologous to human Chediak-Higashi syndrome and murine Beige proteins, which are implicated in disease syndromes due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting",817.0,1.0,BPH1,700.0,-0.8245799011788328
608,3.0,186489.0,190169.0,"Subunit of the Set3C deacetylase complex that interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance",903.0,2.0,SNT1,232.0,-1.5267437203575929
609,3.0,190592.0,191635.0,"Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway",733.0,2.0,FEN1,232.0,-0.8826206785766564
610,3.0,193018.0,191834.0,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8)",715.0,2.0,RRP43,250.0,-1.5294802252930957
611,3.0,193297.0,194298.0,Putative ribokinase,726.0,2.0,RBK1,250.0,-2.1085181808336504
612,3.0,197185.0,194414.0,"Low-affinity inorganic phosphate (Pi) transporter, involved in activation of PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments",736.0,1.0,PHO87,700.0,-1.5403465516447872
613,3.0,199549.0,197621.0,GTP/GDP exchange factor for Rsr1p (Bud1p) required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types,700.0,2.0,BUD5,,
614,3.0,200178.0,199546.0,"Homeobox-domain protein that, with Mcm1p, represses a-specific genes in haploids; acts with A1p to repress transcription of haploid-specific genes in diploids; one of two genes encoded by the MATalpha mating type cassette",700.0,2.0,MATALPHA2,,
615,3.0,200442.0,200969.0,Transcriptional co-activator involved in regulation of mating-type-specific gene expression; targets the transcription factor Mcm1p to the promoters of alpha-specific genes; one of two genes encoded by the MATalpha mating type cassette,700.0,2.0,MATALPHA1,,
616,3.0,200911.0,201243.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",700.0,2.0,YCR041W,,
617,3.0,205397.0,201174.0,"TFIID subunit (150 kDa), involved in RNA polymerase II transcription initiation",1200.0,1.0,TAF2,677.0,-1.728951354406874
618,3.0,206644.0,206261.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene,,,YCR043C,111.0,
619,3.0,207950.0,206877.0,"Protein of the endoplasmic reticulum, required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1",713.0,2.0,PER1,177.0,-1.4034076718563648
620,3.0,209610.0,208135.0,Probable subtilisin-family protease with a role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores,700.0,2.0,RRT12,,
621,3.0,210423.0,209914.0,"Mitochondrial ribosomal protein of the large subunit, required for respiration and for maintenance of the mitochondrial genome",706.0,2.0,IMG1,88.0,-0.4368435161710966
